"Article_ID","Source_Type","Database/Source","Search_Date","Search_Query","Title","Authors","Year","Journal/Conference","DOI","URL","Abstract","Document_Type","Language","Duplicate_Key","Duplicate?","Notes"
"SN-0048","API","Springer Nature","2026-09-22","""world model"" video","Guidance on AI-enhanced surgical practice: a Delphi consensus on ontology, data, implementation and evaluation","Collins, Justin W.; Montesi, Marco; Stoyanov, Danail; Pugh, Carla M.; Moschovas, Marcio C.; Yu, Denny; Saikali, Shady; Levy, Jeffrey S.; Tandogdu, Zafer; Filicori, Filippo; Stefanidis, Dimitrios; Vedula, Swaroop S.; Martino, Martin A.; Jackson, Gretchen P.","2026","npj Digital Surgery","10.1038/s44484-026-00017-3","https://doi.org/10.1038/s44484-026-00017-3","AI-enhanced surgical care lacks standardized frameworks for implementation, evaluation, and governance, limiting safe and scalable adoption. This study integrates a systematic review, expert consensus meeting, and accelerated Delphi process involving 50 expert stakeholders to address these gaps. Consensus was reached with high reliability in over 150 elements defining standards in ontology, data, implementation, and evaluation. The resulting guidance emphasizes rigorous study design, real-world evidence, and lifecycle oversight, providing a structured, consensus-based framework to support clinicians, leaders, and policymakers in responsibly implementing and evaluating AI in surgical practice. Across all stakeholders, success depends on maintaining a closed-loop system in which evaluation continuously informs both data strategy and implementation. Operational adoption may be approached in phases, beginning with institutional readiness and governance, followed by pilot deployments, scaled integration, and ultimately the development of continuous learning systems. This consensus on guidance is intended to serve as an operational blueprint, enabling coordinated, multidisciplinary implementation that ensures AI enhances surgical performance while maintaining safety, trust, and clinical accountability.","journal-article","en","guidance_on_aienhanced_surgical_practice_a_delphi_2026","","Publisher: Springer Nature | Type: Article"
"SN-0049","API","Springer Nature","2026-09-22","""world model"" video","Ethical considerations for multimodal artificial intelligence in healthcare","Kostick-Quenet, Kristin; Wagner, Jennifer K.; Cabrera, Laura Y.; Mandl, Kenneth","2026","AI and Ethics","10.1007/s43681-026-01259-0","https://doi.org/10.1007/s43681-026-01259-0","Multimodal artificial intelligence (MMAI) is transforming biomedicine by integrating heterogeneous data, e.g., images, speech, behavior, physiological signals, and text, into unified representational spaces. This enables powerful cross-modal inference and data synthesis, with potential gains in diagnostic accuracy, early detection, and patient support. However, these capabilities introduce ethical challenges that exceed existing AI governance frameworks. MMAI can infer sensitive information without patient awareness, and can convert such inferences into new data objects (e.g., images, clinical text) that enter medical records without clear provenance, acquiring the practical status of observed clinical facts. This raises ethical concerns around the infrastructural emedding of inference-based data objects as durable, reusable clinical and research data. The procedures and technical pipelines that govern how such data are classified and integrated into clinical and research infrastructures embed consequential decisions about provenance, attribution, and contestability, often made in advance of adequate governance. In this Perspective, we characterize what distinguishes MMAI-generated data from other forms of algorithmic inference and argue that MMAI is ethically novel in part because it renders cross-modal inferences as recordable data objects, thereby blurring the boundary between observation and generation. We therefore argue for a shift from data-centric protection toward governance of inference and infrastructuring. We propose a four-part agenda: (1) provenance labeling as a prerequisite for accountability; (2) evidence-building to track emergent inference capacities; (3) dynamic consent models responsive to evolving capabilities; and (4) privacy-preserving techniques to limit unjustified or unconsented inferences. These steps aim to support innovation while safeguarding individual rights and expectations.","journal-article","en","ethical_considerations_for_multimodal_artificial_intelligence_in_2026","","Publisher: Springer Nature | Type: Article"
"SN-0050","API","Springer Nature","2026-09-22","""world model"" video","From Pixels to Plans: A Review of Latent-Space Future Prediction","Malashin, Ivan; Tynchenko, Vadim; Martysyuk, Dmitry","2026","Archives of Computational Methods in Engineering","10.1007/s11831-026-10766-6","https://doi.org/10.1007/s11831-026-10766-6","Future prediction in visual systems is shifting from pixel-level frame generation toward latent-space forecasting, agent-centric reasoning, and planning-oriented decision support. This review summarizes this transition and analyzes how pretrained visual representations, temporal modules, graph-based interaction models, and language-conditioned planning reshape both modeling assumptions and evaluation protocols. The discussion first covers the move from direct video prediction to forecasting over compact semantic representations produced by frozen or adapted vision backbones. It then reviews recurrent, convolutional, transformer, state-space, diffusion, and world-model predictors for latent dynamics, followed by common evaluation pitfalls, including persistence shortcuts, static-scene dominance, metric mismatch, and insufficient horizon testing. The review further connects latent forecasting with multi-agent trajectory prediction, future-aware interaction reasoning, and instruction-conditioned inspection planning. The literature and case studies indicate that high feature similarity or low displacement error does not necessarily imply useful future understanding. Robust evaluation should therefore include simple baselines, horizon-wise metrics, dynamic-region or agent-level tests, multimodal uncertainty, and downstream decision performance.","journal-article","en","from_pixels_to_plans_a_review_of_2026","","Publisher: Springer Nature | Type: Article"
"SN-0051","API","Springer Nature","2026-09-22","""world model"" video","Standard-oriented exam task characteristics and their relations to multidimensional student outcomes in mathematics","Todtenhöfer, Pia; Schiepe-Tiska, Anja; Reinhold, Frank; Weis, Mirjam; Lewalter, Doris","2026","Zeitschrift für Erziehungswissenschaft","10.1007/s11618-026-01417-4","https://doi.org/10.1007/s11618-026-01417-4","In line with multidimensional educational goals, mathematics teaching targets both standards-based competencies and motivational-affective outcomes (enjoyment and interest in mathematics, instrumental motivation). We examined exam tasks as learning and assessment opportunities, focusing on (a) alignment with process-related competencies specified in the educational standards and (b) their motivational potential. Using data from PISA 2022 and the German PISA-Ceco study, we analyzed exam task units ( N = 1395) and linked task characteristics to multidimensional student outcomes in multilevel models ( N = 519 students, N = 32 classes), differentiated by Gymnasium and lower school tracks (LST). Across school tracks, exam tasks largely reflected (a) Subject Knowledge and Subject Methods, whereas (b) motivational potential was only weakly represented. In the multilevel models, exam task characteristics were not related to students’ motivational outcomes. Associations emerged only for mathematics competence and differed by track: Subject Methods was positively associated with competence in LST but negatively in Gymnasium; motivational potential showed a negative relation in LST. Exploratory follow-up analyses within LST further examined whether combinations of task characteristics might underlie this track-specific pattern. Im Sinne mehrdimensionaler Bildungsziele zielt Mathematikunterricht auf standardorientierte Kompetenzen sowie auf motivational-affektive Lernergebnisse (Freude und Interesse an Mathematik, instrumentelle Motivation). Die Studie untersucht Leistungsaufgaben als Lernund Bewertungsmöglichkeiten hinsichtlich (a) ihrer Ausrichtung an den prozessbezogenen Kompetenzen der Bildungsstandards und (b) ihres motivationalen Potenzials. Mit Daten aus PISA 2022 und PISA-Ceco wurden Leistungsaufgaben ( N = 1395) analysiert und Aufgabenmerkmale in Mehrebenenmodellen mit mehrdimensionalen Schüler:innenoutcomes ( N = 519 Schüler:innen, N = 32 Klassen) verknüpft, differenziert nach Gymnasium und nicht gymnasialen Schularten (NG). Schulartübergreifend spiegelten die Leistungsaufgaben vor allem (a) Fachwissen und Fachmethoden wider, während (b) motivationale Aspekte nur schwach vertreten waren. Während in den Mehrebenenmodellen keine Zusammenhänge zwischen Aufgabenmerkmalen und motivationalen Schüler:innenoutcomes auftraten, zeigten sich für die Mathematikkompetenz Schulartunterschiede: Fachmethoden standen in NG positiv, im Gymnasium negativ mit Mathematikkompetenz in Zusammenhang. Das motivationale Potenzial zeigte in NG einen negativen Zusammenhang mit Mathematikkompetenz. Explorative Analysen in NG prüften, ob Kombinationen von Aufgabenmerkmalen diesem Muster zugrunde liegen könnten.","journal-article","en","standardoriented_exam_task_characteristics_and_their_relations_2026","","Publisher: Springer Nature | Type: Article"
"SN-0052","API","Springer Nature","2026-09-22","""world model"" video","On substrate meta ethics as a framework for understanding human and AI divergence in embodied artificial intelligence","Morton, Jorge Luis; Guerra, Bernardo Bolaños; Romero, Daniel","2026","AI and Ethics","10.1007/s43681-026-01255-4","https://doi.org/10.1007/s43681-026-01255-4","The divergence between embodied AI (AI) and human cognition arises from differences in substrate, architecture, and developmental trajectories. Human intelligence emerges from carbon-based biochemical and evolutionary processes, while embodied AI develops through non-carbon substrates and distinct control systems. This contrast raises key questions: will embodied AI follow a trajectory toward Artificial general intelligence (AGI) comparable to that of carbon-based beings, or will it diverge into novel forms of intelligence? And if divergence is inevitable, what social and ethical consequences follow? Embodied AI may increasingly replicate three core cognitive stages that we propose—perception (“I perceive, therefore I exist”), reflexivity (“I reflect on what I perceive”), and Theory of Mind (“I consider what others perceive”). These advances point toward the possibility of Artificial general intelligence (AGI), but also heighten the risk of anthropomorphizing such systems, mistaking opaque intentions for human-like cognition. To look into this, we propose the metaethics of substrate framework, which holds that the ethical challenges and responsibilities associated with intelligence cannot be reduced to abstract measures of functional performance; here, we assume that they must also account for the material substrate through which cognition emerges. In this regard, Martha Nussbaum’s capabilities approach reminds us that even biological intelligence is plural and diverse; by extension, divergence between biological-based and non-biological embodied AI may prove even greater. Recognizing these differences is vital in the current race to AGI, where market pressures often eclipse ethical reflection. Therefore, this work argues that bridging embodied AI research with frameworks such as metaethics of substrate and the capabilities approach is essential for clarifying how these systems should be situated in society, what forms of agency they may possess, and how their divergence from human cognition can be managed responsibly. es and initials are correct.","journal-article","en","on_substrate_meta_ethics_as_a_framework_2026","","Publisher: Springer Nature | Type: Article"
"SN-0053","API","Springer Nature","2026-09-22","""world model"" video","FE model bayesian updating with complex modal parameters for a lab-scale pedestrian bridge","Henikish, Eamon Karim; Bansal, Sahil","2026","Journal of Civil Structural Health Monitoring","10.1007/s13349-026-01108-y","https://doi.org/10.1007/s13349-026-01108-y","This paper presents an experimental study on the Bayesian model updating of a laboratory-scale pedestrian bridge model using complex modal data. Using complex modal data for model updating is crucial as it accounts for non-classical damping, a phenomenon frequently encountered in real-world applications. In this study, to update the FE model, complex modal parameters are identified from the acceleration measurements of the real laboratory structure. Usually, in an experimental environment, modal datasets vary and include non-negligible posterior uncertainty. These posterior statistics are used in addition to the Most Probable Values (MPVs) of natural frequencies, damping ratios, and mode shapes as data for an accurate posterior estimation. To capture modal data, wireless sensors were used to record the response on the desired (as accessible) component of the experimental model. Notably, the use of such a low number of sensors is not accompanied by the need to assemble global mode shapes. The results show a good match between measured and predicted modal parameters with an error percentage less than 5% which validated the updating methodology accuracy. This is further supported by a high correlation in terms of MAC values > 95% between updated and measured mode shapes. In total, the method proved computationally efficient, robust against incomplete measurements, and effective in detecting damage. These results demonstrate that Bayesian updating using complex modal data can be reliably applied to realistic laboratory-scale structures under partial instrumentation.","journal-article","en","fe_model_bayesian_updating_with_complex_modal_2026","","Publisher: Springer Nature | Type: Article"
"SN-0054","API","Springer Nature","2026-09-22","""world model"" video","Super-Resolution of Through-Plane Undersampled MRIs in Alzheimer’s Disease Diagnosis","Turrisi, Rosanna; Cammarasana, Simone; Paccini, Martina; Patanè, Giuseppe; for the Alzheimer’s Disease Neuroimaging Initiative","2026","Journal of Imaging Informatics in Medicine","10.1007/s10278-026-02159-9","https://doi.org/10.1007/s10278-026-02159-9","Alzheimer’s disease is a complex neurodegenerative disorder and the leading cause of dementia worldwide. Learning-based techniques applied to magnetic resonance imaging (MRI) have recently shown strong potential for automated diagnosis. Accurate classification typically relies on high-resolution (HR) 3D MRI acquired with thin axial slices to reduce partial-volume artefacts, capture fine anatomical details, and improve diagnostic performance. However, acquiring such data is time-consuming, costly, and prone to motion artefacts and patient discomfort. Super-resolution methods offer a promising alternative by reconstructing HR 3D images from lower-resolution scans and enabling shorter acquisition times. In this study, we propose a novel pipeline that applies super-resolution to through-plane undersampled 3D magnetic resonance images and demonstrates that the resulting volumes preserve Alzheimer’s disease diagnostic accuracy comparable to that achieved using fully sampled HR scans. We compare different state-of-the-art super-resolution methods from distinct methodological families, with the best-performing method achieving an F1 score of 65.6, close to the HR reference of 65.7 and substantially higher than the low-resolution baseline of 55.9. Furthermore, we investigate whether standard image quality metrics (e.g. pixel-based metrics) are sufficient to assess the contribution of super-resolution to the clinical evaluation of Alzheimer’s disease. To this end, we compare them with machine learning–based measures, such as maximum mean discrepancy, and surface-based metrics derived from segmented anatomical structures, highlighting their limitations in clinically oriented evaluations.","journal-article","en","superresolution_of_throughplane_undersampled_mris_in_alzheimers_2026","","Publisher: Springer Nature | Type: Article"
"SN-0055","API","Springer Nature","2026-09-22","""world model"" video","Prospects of intelligent autonomous control technology in aerospace","Bao, Weimin; Qi, Zhenqiang","2026","Science China Technological Sciences","10.1007/s11431-025-3387-8","https://doi.org/10.1007/s11431-025-3387-8","China has transitioned to a leading aerospace nation. The growing complexity of missions such as deep space exploration, on-orbit servicing, and space countermeasures has imposed increasingly stringent requirements on the autonomy, intelligence, and robustness of aerospace guidance, navigation, and control (GNC) systems. GNC technologies reliant on precise models and deterministic algorithms now face fundamental challenges in adapting to diverse mission profiles, elevating control performance from adequacy to optimality, and shifting engineering focus from functional performance to operational effectiveness. Intelligent autonomous control technology, a comprehensive field integrating multiple cutting-edge disciplines, is emerging as a key driver in the evolution of aerospace control systems. Here, autonomous refers to a system’s capability to accomplish assigned tasks independently without external human intervention, while intelligent represents the comprehensive cognitive and operational capacities to acquire knowledge, solve problems, and adapt to dynamic operational environments. This paper systematically reviews the development and practical experience of aerospace control technology, and then analyzes the opportunities and challenges introduced by intelligent autonomous technology in this field. Finally, future research and practice directions of intelligent autonomous control technology in aerospace are concluded.","journal-article","en","prospects_of_intelligent_autonomous_control_technology_in_2026","","Publisher: Springer Nature | Type: Article"
"SN-0056","API","Springer Nature","2026-09-22","""world model"" video","Brain-inspired visual sensing–perception for open-world environments","Lin, Yihan; Chen, Yuguo; Meng, Yapeng; Chen, Xiangru; Wang, Taoyi; Zhao, Rong; Shi, Luping","2026","Nature Sensors","10.1038/s44460-026-00095-3","https://doi.org/10.1038/s44460-026-00095-3","Robust visual perception in open-world environments remains a fundamental challenge, as data representations degrade under extreme imaging conditions. By contrast, the human visual system maintains resilience through compositional representations built from visual primitives. Here we introduce a brain-inspired two-stage learning framework for adaptive and robust perception in open-world settings. In the bottom-up stage, structured visual priors are embedded into intermediate representations, enabling self-supervised learning of an internal model that fuses complementary cues. In the top-down stage, distilled visual knowledge from this model adaptively modulates downstream perception algorithms to enhance robustness and generalization. We instantiate the framework using the brain-inspired vision sensor Tianmouc and evaluate it on datasets capturing real-world extreme scenarios. Experiments show that bottom-up learning yields consistent generalization across diverse degradations, while top-down modulation substantially improves monocular depth estimation and video instance segmentation under severe interference. These results establish a principled brain-inspired computational approach for advancing artificial visual intelligence and understanding human vision. A brain-inspired two-stage sensing–perception framework couples bottom-up visual priors with top-down adaptive modulation, enabling robust open-world vision under extreme real-world degradations.","journal-article","en","braininspired_visual_sensingperception_for_openworld_environments_2026","","Publisher: Springer Nature | Type: Article"
"SN-0057","API","Springer Nature","2026-09-22","""world model"" video","Embodied Intelligence Security with Vision-language Models: A Survey","Duan, Junxian; Zhu, Haisu; Liu, Canhui; Li, Shiyi; Tang, Xiangyun; Wang, Yingxue","2026","Machine Intelligence Research","10.1007/s11633-025-1626-x","https://doi.org/10.1007/s11633-025-1626-x","Embodied intelligence (EI), integrating vision-language models (VLMs) with action-oriented capabilities, presents transformative potential for autonomous systems. However, deploying VLMs in safety-critical applications like self-driving cars and collaborative robots introduces significant challenges. Key concerns include adversarial attacks and content manipulation, through which maliciously altered visual or textual inputs could lead to incorrect interpretations and hazardous actions in EI systems. Furthermore, integrating VLMs into embodied agents amplifies these risks, as real-world physical interactions introduce complex safety-critical scenarios where errors in perception or decision-making can have immediate and severe consequences. While VLM integration amplifies safety concerns, these models simultaneously offer a foundation for defensive strategies aimed at enhancing the reliability of EI systems. Additionally, VLM-based EI systems raise critical ethical concerns regarding accountability, embedded biases and societal displacement. This review systematically analyzes current applications, safety risks, protection methods and ethical implications, while proposing research directions to advance trustworthy EI systems.","journal-article","en","embodied_intelligence_security_with_visionlanguage_models_a_2026","","Publisher: Springer Nature | Type: Article"
"SN-0058","API","Springer Nature","2026-09-22","""world model"" video","Health system learning enables generalist neuroimaging models","Kondepudi, Akhil; Rao, Akshay; Zhao, Chenhui; Lyu, Yiwei; Harake, Samir; Banerjee, Soumyanil; Ogle, Jacob; Joshi, Rushikesh; Meissner, Anna-Katharina; Hou, Xinhai; Jiang, Cheng; Chowdury, Asadur; Srinivasan, Ashok; Athey, Brian; Gulani, Vikas; Pandey, Aditya; Lee, Honglak; Hollon, Todd","2026","Nature Medicine","10.1038/s41591-026-04497-1","https://doi.org/10.1038/s41591-026-04497-1","NeuroVFM, trained on routine health system MRI and CT scans, learns general neuroimaging representations that improve diagnosis, report generation and triage, showing how private clinical data will power safer, more accurate medical AI. Frontier artificial intelligence (AI) models have advanced rapidly through training on internet-scale public data, yet such systems lack access to private clinical data. Neuroimaging is underrepresented in the public domain due to identifiable facial features within magnetic resonance imaging (MRI) and computed tomography (CT) scans, restricting model performance in clinical medicine. Here we show that frontier models underperform on neuroimaging tasks and that learning directly from uncurated data generated during routine clinical care at health systems, a paradigm we call ‘health system learning’, yields high-performance, generalist neuroimaging models. We introduce NeuroVFM, a visual foundation model trained on 5.24 million clinical MRI and CT volumes using a scalable volumetric predictive architecture. NeuroVFM learns comprehensive representations of brain anatomy and pathology, achieving state-of-the-art performance across multiple clinical tasks, including radiologic diagnosis and report generation. The model embeds MRI and CT scans into a shared neuroanatomic latent space and grounds diagnostic findings. When paired with open-source language models, NeuroVFM generates radiology reports that surpass frontier models in accuracy, clinical triage and expert preference. NeuroVFM reduces hallucinated findings and critical errors, offering safer clinical decision support. These results establish health system learning as a paradigm for building generalist medical AI and provide a scalable framework for clinical foundation models.","journal-article","en","health_system_learning_enables_generalist_neuroimaging_models_2026","","Publisher: Springer Nature | Type: Article"
"SN-0059","API","Springer Nature","2026-09-22","""world model"" video","AI for ADAS Object Detection: a Comprehensive Study","Hallur, Sudhakar","2026","International Journal of Intelligent Transportation Systems Research","10.1007/s13177-026-00664-3","https://doi.org/10.1007/s13177-026-00664-3","Artificial intelligence has fundamentally transformed object detection in Advanced Driver Assistance Systems (ADAS), enabling robust environmental perception across diverse and challenging driving conditions. Through a systematic synthesis of 236 peer-reviewed studies published between 2020 and 2025, this review identifies three key findings: transformer-based architectures, particularly BEVFusion and RT-DETR—consistently outperform CNN-based detectors in 3D detection accuracy on benchmark datasets (nuScenes, KITTI, Waymo), but at the cost of 2–4 × higher computational latency that remains prohibitive for embedded automotive platforms, multimodal sensor fusion integrating camera, radar, and LiDAR data yields the highest robustness under adverse weather and low-light conditions, though the transition from late fusion to feature-level fusion introduces unresolved synchronization and calibration challenges, and Generative AI—including diffusion models and world models—shows strong promise for synthetic data augmentation to address the annotation bottleneck, yet standardized evaluation protocols for synthetically augmented ADAS training sets remain absent. Critical research gaps include the lack of unified benchmarks for safety–critical perception, insufficient XAI integration in production ADAS, and the computational barrier to real-time deployment of state-of-the-art fusion networks. This review provides a structured taxonomy, a dataset-aligned comparative analysis, and a five-year technical roadmap to guide future research in scalable, interpretable, and safety-compliant ADAS perception systems.","journal-article","en","ai_for_adas_object_detection_a_comprehensive_2026","","Publisher: Springer Nature | Type: Article"
"SN-0060","API","Springer Nature","2026-09-22","""world model"" video","ChronoLLM: customizing language models for physics-based simulation code generation","Wang, Jingquan; Negrut, Andrew; Zhang, Harry; Slaton, Khailanii; Wang, Shu; Serban, Radu; Wu, Jinlong; Negrut, Dan","2026","Multibody System Dynamics","10.1007/s11044-026-10152-x","https://doi.org/10.1007/s11044-026-10152-x","This contribution is concerned with the following issue: can pretrained large language models (LLMs) be refined and customized to the point where they become virtual assistants helping users with the effective use of a simulation tool? In this case study, the “simulation tool” considered is PyChrono, an open source multi-physics dynamics engine for multibody systems. We present a framework for refining and customizing both openand closed-source LLMs to harness the power of AI in generating scripts that perform PyChrono virtual experiments. We refine and customize several classes of LLMs through a process that leads to a quantifiable improvement in the quality of the generated PyChrono simulation scripts. These scripts can range from simple single-pendulum simulations to complex virtual experiments involving full vehicles on deformable terrain. While the generated scripts are rarely perfect, they often serve as strong starting points for the user to modify and improve on. Additionally, the LLM can answer specific API questions about the simulator, or recommend modeling approaches. The framework discussed is general and can be applied to lower the entry barrier for simulation tools associated with other application domains.","journal-article","en","chronollm_customizing_language_models_for_physicsbased_simulation_2026","","Publisher: Springer Nature | Type: Article"
"SN-0061","API","Springer Nature","2026-09-22","""world model"" video","Large Action Models for Programmatic Orchestration","Piccoli, Gabriele; Rodriguez, Joaquin; Mahmoud, Anas","2026","Business & Information Systems Engineering","10.1007/s12599-025-00966-y","https://doi.org/10.1007/s12599-025-00966-y","","journal-article","en","large_action_models_for_programmatic_orchestration_2026","","Publisher: Springer Nature | Type: Article"
"SN-0062","API","Springer Nature","2026-09-22","world model JEPA","Selected Abstracts from the SIIM 2026 Annual Meeting of the Society for Imaging Informatics in Medicine (SIIM)","","2026","Journal of Imaging Informatics in Medicine","10.1007/s10278-026-02201-w","https://doi.org/10.1007/s10278-026-02201-w","","journal-article","en","selected_abstracts_from_the_siim_2026_annual_2026","","Publisher: Springer Nature | Type: Article"
"SN-0063","API","Springer Nature","2026-09-22","world model JEPA","Archeological theory and AI: the potential past through agentic systems","Altaweel, Mark; Forte, Maurizio","2026","AI & SOCIETY","10.1007/s00146-026-03287-0","https://doi.org/10.1007/s00146-026-03287-0","The increasing capabilities of AI in automation and integration within existing methodology present a new opportunity for disciplines to address long-standing theoretical challenges. This is evident in archaeology, where persistent theoretical debates and interpretive variability present prime opportunities for applying AI-based techniques to address uncertainty. Using the phenomenology of agent-based modeling (ABM), we propose the incorporation of agentic AI methods that facilitate the automation and minimal human intervention in the application of social behavior, where perceptions, values, interaction, and cognition evolve within applied systems. We argue this represents the next challenge and stage of AI in understanding the past, one where applications can move beyond the case-specific and narrow technical results that generative and discriminative AI have been mostly applied toward. For AI to better understand potential pasts, new emergent behavioral outcomes that are better able to address long-standing theoretical debates are needed. Practical applications related to a variety of sub-areas within archeology, including chaîne opératoire , lived experience, logistics, governance, and other applications, are just some examples where closer ABM–AI integration using agentic techniques could better address.","journal-article","en","archeological_theory_and_ai_the_potential_past_2026","","Publisher: Springer Nature | Type: Article"
"SN-0064","API","Springer Nature","2026-09-22","world model JEPA","Learning from routine health system data builds better neuroimaging AI models","","2026","Nature Medicine","10.1038/s41591-026-04567-4","https://doi.org/10.1038/s41591-026-04567-4","We trained a three-dimensional visual foundation model directly on 5.24 million routine clinical computed tomography (CT) and magnetic resonance imaging (MRI) image series so that it learned a shared representation of neuroanatomy and disease. The model demonstrated state-of-the-art diagnosis, in contrast to foundation models that are trained on public Internet and medical data, and enabled preliminary report generation and triage in real health systems.","journal-article","en","learning_from_routine_health_system_data_builds_2026","","Publisher: Springer Nature | Type: Article"
"SN-0065","API","Springer Nature","2026-09-22","world model JEPA","Increasing pricing power of platformers and shift from the agency model","Li, Yue; Yanagawa, Takashi","2026","International Journal of Economic Policy Studies","10.1007/s42495-026-00173-x","https://doi.org/10.1007/s42495-026-00173-x","Several studies have compared the agency model and the conventional wholesale model and have shown that shifting from the wholesale model to the agency model increases retailers’ and consumers’ surplus and may also increase social welfare. Given their increasing power, retailers and platformers, including online shopping malls, content distribution services, and video-sharing services, have gained the power to set the price for both upstream suppliers and downstream consumers. This study considers a wholesale model in which a platformer can set prices for both supplier and consumers; we call this the new wholesale model. We construct a theoretical model to compare the new wholesale model with the agency model. Setting a wholesale price equal to the supplier’s marginal cost is the most profitable for the platformer, and we call this model the new wholesale model with marginal-cost wholesale price. However, platformers will be concerned that shifting from the agency model to the new wholesale model with marginal-cost wholesale price may violate antitrust laws. If in the shift from the agency model to the new wholesale model, the platformer ensures that it does not reduce—and that it can even increase—the supplier’s original profit in the agency model, then this shift can be accepted by the supplier and will not violate antitrust laws. We refer to this as the “new wholesale model with wholesale-price compensation.” We find that shifting from the agency model to a new wholesale model with price compensation may increase the surpluses of the supplier, the platformer, and the consumer; therefore, the total surplus also increases.","journal-article","en","increasing_pricing_power_of_platformers_and_shift_2026","","Publisher: Springer Nature | Type: Article"
"SN-0066","API","Springer Nature","2026-09-22","world model JEPA","Impact of trade openness on structural change in BIMSTEC countries","Fazle Rabbi; Bhattacharjee, Soma","2026","International Journal of Economic Policy Studies","10.1007/s42495-026-00171-z","https://doi.org/10.1007/s42495-026-00171-z","Structural change refers to the reallocation of economic activity from the agricultural sector to the manufacturing industry, which is crucial for economic development in low-income nations. However, the relationship between trade openness and economic growth is well-documented, but there is a lack of focus on its structural impacts, especially in regional economic blocs like BIMSTEC. To fill-up this gap, this study examines the impact of trade openness on structural change in BIMSTEC countries using 33 years of data from 1991 to 2023. Key independent variables like trade openness, foreign direct investment, exchange rate, employment, and market size significantly impact structural change in BIMSTEC countries. In the long run, trade openness negatively affects structural change, while FDI, exchange rate, and employment positively foster long-term structural transformation. Short-term trade openness positively affects structural change, except in Bangladesh. This contradictory finding of trade openness can be explained by the adjustment costs, Dutch disease effects, or premature deindustrialization. The study suggests that BIMSTEC countries should liberalize trade policies, enhance the investment climate, ensure macroeconomic stability, and invest in infrastructure to speed up structural change.","journal-article","en","impact_of_trade_openness_on_structural_change_2026","","Publisher: Springer Nature | Type: Article"
"SN-0067","API","Springer Nature","2026-09-22","world model JEPA","Do digitalisation and macroeconomic variables affect household debt? Evidence from Southeast Asian countries","Ma’in, Masturah; Mokthar, Mohammad Zulfakhairi; Susamto, Akhmad Akbar; Putriani, Diyah; Ridzuan, Abdul Rahim; Sibghatullah, Amena","2026","International Journal of Economic Policy Studies","10.1007/s42495-026-00170-0","https://doi.org/10.1007/s42495-026-00170-0","The Association of Southeast Asian Nations (ASEAN) member states have significant challenges in handling high levels of household debt, which can delay economic growth and contribute to social issues. This study examines the impact of key macroeconomic variables and digitalisation on household debt in seven Southeast Asian countries from 2011 to 2022. Six explanatory variables were tested: gross domestic product (GDP) per capita, working-age population, unemployment rate, inflation rate, lending interest rate, and mobile cellular subscriptions (used as a proxy for digitalisation). These variables were analysed using the static panel data cross-section seemingly unrelated regression (SUR), which consisting of panel specification and diagnostic tests. The results demonstrated that all macroeconomic variables were negatively correlated with household debt, while the digitalisation revealed a positive correlation. Despite the negative correlation between macroeconomic variables and household debt, raising public awareness related household debt remains important as a preventive measure. Governments need to enhance the controlling of both macroeconomic policies and digitalisation strategies. Future research is encouraged to investigate household debt variables across numerous countries within specific regions to gain a better understanding of their broader impact.","journal-article","en","do_digitalisation_and_macroeconomic_variables_affect_household_2026","","Publisher: Springer Nature | Type: Article"
"SN-0068","API","Springer Nature","2026-09-22","world model JEPA","The impact of non-performing loans on banks’ reputation: evidence from the New York Stock Exchange","Mensah, Leviticus; Arhinful, Richard; Obeng, Hayford Asare; Gyamfi, Bright Akwasi","2026","International Journal of Economic Policy Studies","10.1007/s42495-026-00169-7","https://doi.org/10.1007/s42495-026-00169-7","A high level of non-performing loans (NPLs) indicates poor lending practices and undermines banks’ reputations with regulators, customers, and investors. A strong reputation offers banks a competitive edge. Guided by signaling theory, this study investigates the impact of NPLs on the reputational standing of banks in a competitive market. The sample comprises 244 banks listed on the New York Stock Exchange, selected using specific inclusion criteria and purposive sampling. The study analyzes data spanning 18 years (2006–2023), sourced from Thomson Reuters Eikon DataStream. Advanced estimation techniques, including Feasible Generalized Least Squares (FGLS) and the Generalized Method of Moments (GMM), were employed. The results show that NPLs have a significant negative effect on bank reputation. Moreover, the interaction of NPLs with corporate governance quality, bank size, and bank age positively and significantly influences reputation. To reduce NPLs, banks should strengthen credit risk management by adopting advanced risk assessment tools and enforcing stricter loan approval standards.","journal-article","en","the_impact_of_nonperforming_loans_on_banks_2026","","Publisher: Springer Nature | Type: Article"
