"Article_ID","Source_Type","Database/Source","Search_Date","Search_Query","Title","Authors","Year","Journal/Conference","DOI","URL","Abstract","Document_Type","Language","Duplicate_Key","Duplicate?","Notes"
"SN-0180","API","Springer Nature","2026-09-22","latent dynamics ""video prediction""","STUMP-Net: a spatiotemporal uncertainty-aware mixture probabilistic network for long-term SST forecasting on the Korean Peninsula","Oh, Seungwon; Kwak, Myeong-Taek; Ceong, Hyi-Thaek","2026","Stochastic Environmental Research and Risk Assessment","10.1007/s00477-026-03197-z","https://doi.org/10.1007/s00477-026-03197-z","Accurate and reliable long-term sea surface temperature (SST) predictions are crucial for mitigating the effects of climate change, managing marine resources, and preparing for extreme weather events, particularly in dynamically complex regions such as the Korean Peninsula. However, traditional models and existing deep learning approaches often suffer from accuracy degradation and the inability to quantify uncertainty over long prediction periods. Therefore, this study proposes a new deep learning framework called the spatiotemporal uncertainty-aware mixture probabilistic network (STUMP-Net), which is designed to provide highly accurate SST predictions over long periods (up to 28 days). STUMP-Net features an innovative Space-to-Depth architecture that integrates a Multi-Scale Unshuffle Encoder to losslessly downsample spatial features and an efficient latent-based transformer to capture complex spatiotemporal dependencies with minimal computational cost. It also incorporates a PixelShuffle decoder with skip connections for high-resolution spatial reconstruction and a mixture density network (MDN) head that provides comprehensive probabilistic uncertainty quantification. Using historical single-mode SST data from the National Oceanic and Atmospheric Administration (NOAA), STUMP-Net demonstrates state-of-the-art performance, outperforming significantly various benchmark models. The proposed model achieved a mean absolute error (MAE) of 0.836 and a root mean square error (RMSE) of 1.112 in 28-day forecasts. Notably, STUMP-Net achieves this superior accuracy with only 0.39 million parameters, demonstrating exceptional efficiency compared to existing heavy-weight models. By providing accurate deterministic forecasts and robust uncertainty estimates, STUMP-Net serves as a valuable tool for supporting evidence-based, risk-informed decision-making concerning ocean climate variability and resource management.","journal-article","en","stumpnet_a_spatiotemporal_uncertaintyaware_mixture_probabilistic_network_2026","","Publisher: Springer Nature | Type: Article"
"SN-0181","API","Springer Nature","2026-09-22","latent dynamics ""video prediction""","A survey of deep learning-based action quality assessment: methods and applications","Zhang, Hong-Bo; Cai, Jun-Jie; Qiu, Hong-Ming; Lei, Qing; Liu, Jing-Hua; Zhang, Miao-Hui","2026","Journal of Big Data","10.1186/s40537-026-01409-5","https://doi.org/10.1186/s40537-026-01409-5","Action Quality Assessment (AQA) has recently gained prominence as a crucial area of research, driven by advancements in deep learning and increasing demands for automated, objective evaluations of human action execution. Unlike traditional action recognition tasks, AQA involves a nuanced analysis aimed at quantifying performance quality, thereby enabling practical applications across diverse domains such as sports evaluation, rehabilitation monitoring, and professional skill assessment. This survey systematically reviews deep learning-based methodologies developed for video-based AQA, categorizing existing approaches according to data modalities, learning paradigms, and evaluation granularity. Specifically, the review covers single-modality and emerging multi-modal approaches integrating visual, auditory, and textual information, as well as supervised, self-supervised, and contrastive learning frameworks. Key benchmark datasets utilized in AQA research are comprehensively analyzed with emphasis on their scope, representativeness, and annotation characteristics. Furthermore, critical challenges confronting the field-including limited model generalization, ambiguity in scoring annotations, and interpretability concerns-are identified and discussed. Potential future research directions that could address these limitations and further advance practical AQA deployment are also proposed.","journal-article","en","a_survey_of_deep_learningbased_action_quality_2026","","Publisher: Springer Nature | Type: Article"
"SN-0182","API","Springer Nature","2026-09-22","latent dynamics ""video prediction""","Assessing the environmental costs of multi-scale recurrent neural networks for sustainable extreme rainfall nowcasting","Brum, Douglas; Teylo, Luan; Silva, Fabricio Polifke da; Vasconcellos, Fernanda Cerqueira; Breder, Gabriel Berto; Azevedo, Lívia de; Bezerra, Eduardo; Porto, Fabio; Ferro, Mariza","2026","Scientific Reports","10.1038/s41598-026-43029-2","https://doi.org/10.1038/s41598-026-43029-2","The nowcasting of extreme rainfall poses significant daily challenges on a global scale, especially in vulnerable regions of the Global South. Conventional Numerical Weather Prediction models often fail to deliver accurate and timely forecasts for extreme weather events, exacerbating socioeconomic inequalities and increasing climate vulnerability. Deep learning approaches present a promising opportunity to uncover more precise predictive patterns; however, their application remains constrained by the high computational costs associated to their large parameter spaces. This study evaluates the effectiveness of the MS-RNN framework for improving computational efficiency and predictive accuracy in extreme precipitation nowcasting, using real weather radar data from the TAASRAD19 and Rio de Janeiro datasets. While the framework has been extensively validated both theoretically and experimentally in other scenarios, this work examines its application to real radar data. Metrics related to sustainability, such as energy consumption, $$CO_{2}$$ emissions, and water usage, have not been calculated in this specific context and are rarely addressed in current literature. Our findings demonstrate the potential of the solution to enhance computational efficiency maintaining predictive performance when applied to real weather radar data, supporting sustainable and accessible AI solutions for climate resilience in resource-limited regions.","journal-article","en","assessing_the_environmental_costs_of_multiscale_recurrent_2026","","Publisher: Springer Nature | Type: Article"
"SN-0183","API","Springer Nature","2026-09-22","latent dynamics ""video prediction""","Spatio-temporal predictive coding for weather forecasting and Governance: a plug-and-play module for causal discovery and data augmentation","Zhang, An; Peng, Lilan; Chen, Sheng; Wu, Pengcheng","2026","Stochastic Environmental Research and Risk Assessment","10.1007/s00477-026-03185-3","https://doi.org/10.1007/s00477-026-03185-3","Weather forecasting and spatio-temporal data mining share a fundamental objective: discovering the temporal dynamics and spatial interactions within complex observational data. Despite recent advances, two primary challenges remain to be addressed. (1) Data distribution imbalances: due to heterogeneous observational infrastructures across geographic regions, some areas suffer from sparse or incomplete data. (2) Lack of interpretability and generalization: many existing models are overly specialized and lack causal reasoning mechanisms, which limits their adaptability to unseen conditions. In this study, we propose a novel plug-and-play framework termed Spatio-Temporal Predictive Coding (STPC), which incorporates causal-inspired discovery and contrastive pretraining to simultaneously enhance both model structure and input data. STPC can be seamlessly integrated into a variety of downstream forecasting backbones to improve performance across weather-related scenarios. It comprises two stages: causal-inspired discovery and model-data co-update. In the first stage, we construct a self-supervised learning-based pretraining module using Vision Transformers to identify causal associations in spatio-temporal data. In the second stage, we freeze the parameters of the causal-inspired discovery module and use a generative model (VQ-VAE) to augment the environmental components of the data. The combined original and augmented data are then fed into downstream models to improve predictive robustness and generalization. We conduct extensive experiments on four real-world spatio-temporal benchmarks, including WeatherBench and SEVIR, and the results consistently demonstrate the effectiveness and versatility of our method across multiple weather forecasting tasks. Our code is available at https://github.com/anshen666/STPC .","journal-article","en","spatiotemporal_predictive_coding_for_weather_forecasting_and_2026","","Publisher: Springer Nature | Type: Article"
"SN-0184","API","Springer Nature","2026-09-22","latent dynamics ""video prediction""","Towards Generalizing Temporal Action Segmentation to Unseen Views","Bahrami, Emad; Zatsarynna, Olga; Francesca, Gianpiero; Gall, Juergen","2026","International Journal of Computer Vision","10.1007/s11263-025-02703-0","https://doi.org/10.1007/s11263-025-02703-0","While there has been substantial progress in temporal action segmentation, the challenge to generalize to unseen views remains unaddressed. Hence, we define a protocol for unseen view action segmentation where camera views for evaluating the model are unavailable during training. This includes changing from top-frontal views to a side view or even more challenging from exocentric to egocentric views. Furthermore, we present an approach for temporal action segmentation that tackles this challenge. Our approach leverages a shared representation at both the sequence and segment levels to reduce the impact of view differences during training. We achieve this by introducing a sequence loss and an action loss, which together facilitate consistent video and action representations across different views. The evaluation on the Assembly101, IkeaASM, and EgoExoLearn datasets demonstrate significant improvements, with a $$12.8\%$$ 12.8 % increase in F1@50 for unseen exocentric views and a substantial $$54\%$$ 54 % improvement for unseen egocentric views.","journal-article","en","towards_generalizing_temporal_action_segmentation_to_unseen_2026","","Publisher: Springer Nature | Type: Article"
"SN-0185","API","Springer Nature","2026-09-22","latent dynamics ""video prediction""","RIA-Net:Realistic Image Animation through Semantic-aware Feature Learning Network","Nega, Asebe Teka; Kumie, Gedamu Alemu; Chen, Albert; Chen, Jianwen","2026","Journal of King Saud University Computer and Information Sciences","10.1007/s44443-026-00591-z","https://doi.org/10.1007/s44443-026-00591-z","This paper presents the Realistic Image Animation (RIA-Net), a novel framework that leverages semantic-aware feature learning and adversarial training to generate high-quality animations from a single static image and a driving video. Unlike traditional keypoint-based methods that often suffer from local distortions and temporal instability, RIA-Net introduces a transformer-based architecture integrated with landmark and keypoint detection to preserve semantic details and capture long-range motion dynamics. The proposed semantic-aware transformer explicitly models global dependencies and predictive spatiotemporal relationships, enabling smooth and temporally consistent animations. Extensive experiments on diverse datasets, including VoxCeleb, TaiChiHD, and TED-Talks, demonstrate that RIA-Net consistently outperforms state-of-the-art methods in terms of animation quality, temporal coherence, and visual fidelity. This work opens new opportunities for realistic image animation in applications such as entertainment, virtual reality, and digital content creation.","journal-article","en","rianetrealistic_image_animation_through_semanticaware_feature_learning_2026","","Publisher: Springer Nature | Type: Article"
"SN-0186","API","Springer Nature","2026-09-22","latent dynamics ""video prediction""","Synthesizing Evolving Symbolic Representations for Autonomous Systems","Sartor, Gabriele; Oddi, Angelo; Rasconi, Riccardo; Santucci, Vieri Giuliano; Meo, Rosa","2026","Progress in Artificial Intelligence","10.1007/s13748-025-00394-9","https://doi.org/10.1007/s13748-025-00394-9","This work presents a novel architecture for an open-ended learning system that integrates intrinsic motivation (IM) and classical planning to enable agents continuously learn and improve their knowledge over time in an unsupervised fashion. The main goal is to allow the agent to autonomously distill its experience into Probabilistic Planning Domain Definition Language (PPDDL) terms, thereby making causal relationships explicit and supporting automated planning. Starting with a virtually empty set of predefined tasks or goals, the agent harnesses intrinsic motivation to explore the environment autonomously, continuously using and enriching the high-level knowledge acquired through its experience in a virtuous cycle. Experimental evaluation in the Treasure Game domain demonstrates the effectiveness of the proposed approach: starting with only a small set of primitive actions, we show how an agent can autonomously build and refine a high-level representation of the environment. Planning-based strategies grounded in this representation significantly outperform uninformed exploration by reaching intermediate sub-goals more efficiently and substantially reducing the time required to achieve the final objective.","journal-article","en","synthesizing_evolving_symbolic_representations_for_autonomous_systems_2026","","Publisher: Springer Nature | Type: Article"
"SN-0187","API","Springer Nature","2026-09-22","latent dynamics ""video prediction""","Revolutionizing sentiment analysis with generative AI: techniques, trends, and challenges","Mamun, Rufaida; Sadman, MD Shalim; Nabil, Hadiur Rahman; Mridha, M. F.; Kabir, Md Mohsin","2026","Multimedia Tools and Applications","10.1007/s11042-026-21390-8","https://doi.org/10.1007/s11042-026-21390-8","Generative artificial intelligence (GenAI) has rapidly advanced in recent years, primarily focusing on problem-solving tasks. However, its potential for sentiment analysis and applications in psychological contexts remains underexplored. This paper presents a comprehensive review of recent developments in generative AI for sentiment analysis, covering transformer-based models, variational autoencoders, multimodal approaches, generative adversarial networks, and large language models such as GPT, BERT, Claude, and Falcon. We analyze their strengths and limitations, addressing challenges including data dependency, imbalanced dataset, scalability, robustness, and interpretability. At the same time, future research directions are highlighted, such as low-resource and multilingual sentiment analysis, multimodal learning, reinforcement learning with human feedback, and domain-specific modeling. By integrating current findings, this study aims to guide future research toward building sentiment analysis systems that are not only technically robust but also beneficial in psychological and social domains.","journal-article","en","revolutionizing_sentiment_analysis_with_generative_ai_techniques_2026","","Publisher: Springer Nature | Type: Article"
"SN-0188","API","Springer Nature","2026-09-22","latent dynamics ""video prediction""","AI-driven audio-to-video generation for dynamic content creation via stable diffusion and CNN-augmented transformers","Dharrao, Deepak; Dharrao, Madhuri; Padgaonkar, Sneha; Kumari, Sneha; Sreevaishnavi, P. S.; Pise, Priya; Bongale, Anupkumar","2026","Scientific Reports","10.1038/s41598-026-38758-3","https://doi.org/10.1038/s41598-026-38758-3","Translating spoken words into emotionally and contextually aligned video content remains an open challenge in generative AI. Subtle vocal patterns—such as pauses and pitch modulations—often obscure emotional cues, resulting in visuals that feel emotionally disconnected or flat. While several models excel at text-to-image generation, they struggle with interpreting speech-based inputs, often misreading paralinguistic cues and contextual intent. To address these limitations, this research introduces EchoVid, an audio-to-video synthesis model designed to prioritize contextual fidelity and emotional alignment. A scalable web interface built with React.js and TypeScript connects to Node.js backend with the MongoDB Atlas for near-real-time generation (≈ 1.2× input-duration latency at 512² frames on RTX A4000) interaction. Using PyAudio input, EchoVid guides Hugging Face’s Stable Diffusion v2.1 via emotion-aware prompts, with CNN-enhanced diffusion transformers supporting the video generation process. Preliminary results show that EchoVid can generate visuals that reflect both emotional tone (e.g., joyful imagery for upbeat speech) and context. The proposed EchoVid model is compared with MoCoGAN and Stable Video Diffusion variants based on metrics like, FVD, FID-VID and CLIPScore. Further this research introduces two novel evaluation metrics namely Temporal Semantic Stability (TSS) and Perceptual Flicker Index (PFI) that scores the semantic consistency and frame-to-frame change in the generated video. The results show that EchoVid outperforms the other models and can generate relatively better videos.","journal-article","en","aidriven_audiotovideo_generation_for_dynamic_content_creation_2026","","Publisher: Springer Nature | Type: Article"
"SN-0189","API","Springer Nature","2026-09-22","latent dynamics ""video prediction""","Temporal modeling with reversible transformers","Kulyk, Leonid","2026","Neural Computing and Applications","10.1007/s00521-025-11707-3","https://doi.org/10.1007/s00521-025-11707-3","Memory efficiency is a critical bottleneck in deep learning models for sequence processing, particularly in long-range dependencies and continuous data streams. In the effort to solve this, we introduce a new architecture denoted as Reversible Temporal Transformer (TempVerseFormer). TempVerseFormer integrates reversible transformer blocks uniquely with a time-agnostic backpropagation strategy that decouples the memory footprint from the temporal depth and enables efficient training on long prediction time ranges. We validate our model on both a procedurally generated dataset designed to probe specific temporal dynamics and on standard spatio-temporal benchmarks, including KTH Action and TaxiBJ. The predictive accuracy of TempVerseFormer is competitive compared to other tested baselines, with memory consumption being practically independent of the time-to-predict. This substantial gain in memory efficiency, achieved while maintaining strong performance on synthetic and real-world benchmarks, places the TempVerseFormer as an indicative candidate for scalable temporal sequence modeling, allowing for real-time adaptation or video analysis in resource-constrained environments, and thereby leading to more fiscally responsible and temporally wise resource AI systems that are capable of working with changing and evolving environments.","journal-article","en","temporal_modeling_with_reversible_transformers_2026","","Publisher: Springer Nature | Type: Article"
"SN-0190","API","Springer Nature","2026-09-22","""visual world model""","ReflectVLM+: Enhancing VLM-based Robotic Planning via Quantitative Stagnation Detection and Trajectory Refinement","Choi, Hyeon-Sung; Ha, Jong-Eun","2026","International Journal of Precision Engineering and Manufacturing","10.1007/s12541-026-01548-y","https://doi.org/10.1007/s12541-026-01548-y","Vision-Language Models (VLMs) have emerged as a powerful paradigm for multi-stage robotic manipulation. Although recent frameworks like ReflectVLM have introduced visual reflection via dynamic models, they often suffer from ‘logical stagnation’—repeatedly executing failed actions because they cannot perceive subtle physical blocks. This paper proposes ReflectVLM+, an advanced framework that integrates quantitative stagnation detection and data refinement techniques to overcome these limitations. First, we introduce an embedding-based Visual Stagnation Detection module using CLIP, which enables the model to assess visual progress and trigger proactive replanning numerically. Second, we propose a Trajectory Loop Purging algorithm that identifies and removes inverse action pairs from self-training data, ensuring the model learns only the optimal paths for task completion. Experimental results demonstrate that ReflectVLM+ achieves a 7% improvement in success rate over the baseline, even under hardware-constrained settings with only 400 trajectories. Furthermore, the proposed framework enhances operational efficiency by reducing the average inference time, demonstrating that quantitative reflection can optimize decision-making processes by early termination of redundant planning cycles. Our findings suggest that quantitative reflection and rigorous data pruning are essential for grounding high-level VLM reasoning into precise physical execution.","journal-article","en","reflectvlm_enhancing_vlmbased_robotic_planning_via_quantitative_2026","","Publisher: Springer Nature | Type: Article"
"SN-0191","API","Springer Nature","2026-09-22","""visual world model""","What went wrong? Identification of everyday object manipulation anomalies","Altan, Dogan; Sariel, Sanem","2021","Intelligent Service Robotics","10.1007/s11370-021-00355-w","https://doi.org/10.1007/s11370-021-00355-w","Enhancing the abilities of service robots is important for expanding what they can achieve in everyday manipulation tasks. In addition, it is also essential to ensure that they can determine what they cannot achieve. Such necessity may arise due to anomalies during task execution. These situations should be detected and identified to overcome and recover from them. Identification necessitates a deeper time series analysis of onboard sensor readings to keep track of and relate anomaly indicators since some indicators may be perceived long before the detection of an anomaly. These sensor readings are usually taken asynchronously and need to be fused effectively for correct interpretations. In this paper, we propose a multimodal long short-term memory-based (LSTM-based) anomaly identification approach that takes into account real-time observations by fusing visual, auditory and proprioceptive sensory modalities during everyday object manipulation tasks. The symptoms of anomalies are first trained and then are classified based on the learned models in real time. We first provide a comparative analysis of our method with hidden Markov models (HMMs), conditional random fields (CRFs) and gated recurring units (GRUs) on a Baxter robot executing everyday object manipulation scenarios. Then, we analyze the impact of each modality and various feature extraction techniques on the performance of the identification problem. We show that our method has the ability to identify anomalies by capturing long-term dependencies between the anomaly indicators. The results indicate that the LSTM-based anomaly identification method outperforms the closest baseline with a 2% improvement of f-score (0.92) in classifying anomalies that occur during run-time.","journal-article","en","what_went_wrong_identification_of_everyday_object_2021","","Publisher: Springer Nature | Type: Article"
"SN-0192","API","Springer Nature","2026-09-22","""action-conditioned"" video world model","Learning human visual attention on 3D surfaces through geometry-queried semantic priors","Pahari, Soham; Kumain, Sandeep Chand","2026","International Journal of Multimedia Information Retrieval","10.1007/s13735-026-00421-y","https://doi.org/10.1007/s13735-026-00421-y","Human visual attention on three-dimensional objects emerges from the interplay between bottom-up geometric processing and top-down semantic recognition. Existing 3D saliency methods rely on hand-crafted geometric features or learning-based approaches that lack semantic awareness, failing to explain why humans fixate on semantically meaningful but geometrically unremarkable regions. We introduce SemGeo-AttentionNet, a dual-stream architecture that explicitly formalizes this dichotomy through asymmetric cross-modal fusion, leveraging diffusion-based semantic priors from geometry-conditioned multi-view rendering and point cloud transformers for geometric processing. Cross-attention ensures geometric features query semantic content, enabling bottom-up distinctiveness to guide top-down retrieval. We extend our framework to temporal scanpath generation through reinforcement learning, introducing the first formulation respecting 3D mesh topology with inhibition-of-return dynamics. Evaluation on SAL3D, NUS3D and 3DVA datasets demonstrates substantial improvements, validating how cognitively motivated architectures effectively model human visual attention on three-dimensional surfaces. Code and supplementary: https://sohamrsch.github.io/semgeoattn/","journal-article","en","learning_human_visual_attention_on_3d_surfaces_2026","","Publisher: Springer Nature | Type: Article"
"SN-0193","API","Springer Nature","2026-09-22","""action-conditioned"" video world model","Inter-brain coupling during naturalistic collaborative Tangram solving in child dyads: an exploratory fNIRS hyperscanning study","Silva Soares Junior, Raimundo; Sato, João Ricardo","2026","Brain Structure and Function","10.1007/s00429-026-03187-5","https://doi.org/10.1007/s00429-026-03187-5","Collaborative problem solving plays a central role in children’s cognitive and social development, yet how neural activity relates to real-time peer coordination remains poorly understood. Using functional near-infrared spectroscopy (fNIRS) hyperscanning, we simultaneously recorded brain activity from 15 dyads of school-aged children during a naturalistic Tangram puzzle task, including rest, solo problem-solving, observation, and collaboration. We examined task-related neural activation and inter-brain connectivity (IBC) to assess how interpersonal neural dynamics relate to task context and behavior. No prespecified region-of-interest activation effect survived correction for multiple comparisons. At the exploratory channel level, a posterior-parietal channel showed a positive HbO response during collaboration relative to baseline. The global IBC did not differ significantly across experimental conditions, indicating that inter-brain synchrony was not determined solely by collaboration or social presence. Nevertheless, an exploratory association between global HbO coupling during Duo and total manual activity showed a relevant magnitude (Spearman rho = 0.581), a bootstrap 95% confidence interval excluding zero [0.038, 0.891], positive coefficients in every leave-one-dyad-out analysis, and a similar magnitude after excluding the first 8 s of each block (rho = .538), although it did not meet the FDR threshold across the broader sensitivity family, q = 0.131. Building on the emerging literature on dual-child portable fNIRS hyperscanning, the study reinforces the viability of this approach in an ecologically valid, hands-on task and suggests that block-wise inter-brain coupling may capture meaningful variation in dyad-level behavioral engagement.","journal-article","en","interbrain_coupling_during_naturalistic_collaborative_tangram_solving_2026","","Publisher: Springer Nature | Type: Article"
"SN-0194","API","Springer Nature","2026-09-22","""action-conditioned"" video world model","Embodied AI in the operating room: a voice-interactive robotic scrub nurse for surgical instrument handoffs","Khan, Mustafa; Bombardelli, Joao","2026","Journal of Robotic Surgery","10.1007/s11701-026-03866-9","https://doi.org/10.1007/s11701-026-03866-9","Embodied artificial intelligence may extend surgical robotics beyond teleoperation by enabling robots to interpret natural-language commands, perceive dynamic environments, and generate adaptive physical actions. Surgical instrument exchange provides a clinically recognizable test case requiring communication, visual localization, dexterity, and bidirectional interaction. We developed a voice-interactive robotic scrub nurse through task-specific adaptation of the pretrained π0.5 vision-language-action model capable of voice-conditioned surgical instrument handoff, take-back, and spoken acknowledgment. A bimanual robotic platform was trained by fine-tuning the pretrained π0.5 model on 350 human-teleoperated demonstrations. The system integrated real-time multicamera observations, Whisper large-v2 speech recognition, language-conditioned robotic action generation, and text-to-speech acknowledgment. Performance was evaluated in 100 autonomous trials across five tasks: needle-driver handoff, forceps handoff, needle-and-suture handoff, needle-driver take-back, and forceps take-back. Each task included 10 trials using spatial configurations represented during training and 10 trials using held-out spatial configurations within the same environment. Outcomes included command interpretation, stage-wise completion, end-to-end success, completion time, and failure mode. Recovery after interference was examined qualitatively in separate representative demonstrations. The system completed 81% of trials successfully. Success was 95% for both take-back tasks, 85% for forceps handoff, 80% for needle-driver handoff, and 50% for needle-and-suture handoff. Performance decreased from 92% in seen layouts to 70% in held-out layouts. Speech-command interpretation succeeded in 99% of trials. Once a secure grasp was achieved, downstream manipulation succeeded in 81 of 82 trials. Missed grasp was the predominant failure mode. A unified learned policy enabled voice-conditioned bidirectional surgical instrument exchange and demonstrated meaningful generalization to held-out layouts within the same environment. Improved grasp acquisition, expanded instrument diversity, quantitative recovery testing, and evaluation in realistic operating-room workflows are required before clinical translation or integration with complete back-table workflows.","journal-article","en","embodied_ai_in_the_operating_room_a_2026","","Publisher: Springer Nature | Type: Article"
"SN-0195","API","Springer Nature","2026-09-22","""action-conditioned"" video world model","Successful coordination emerges from aligned self-predictions in a dynamic motor interaction","Putra, Prasetia Utama; Kano, Fumihiro","2026","Communications Psychology","10.1038/s44271-026-00523-7","https://doi.org/10.1038/s44271-026-00523-7","Combining eye-movement, body-kinematics, heart-rate, and individual-characteristic data with machine learning, this study shows that coordination during dynamic motor interaction reflects how similarly partners predict their own actions. A central challenge in understanding joint action is explaining how individuals achieve successful coordination in dynamic, real-world settings. Although coordination is thought to depend on anticipating future events, including the actions of others, the precise contribution of such predictive processing remains unclear, since most existing evidence comes from simplified laboratory tasks that infer anticipation indirectly from reaction times. To address this gap, we studied 70 participants (forming 64 pairs) during solo and joint sessions of a turn-taking ball-hitting task while recording multimodal behavioral, physiological, demographic, and social measures. We found that successful coordination was most strongly associated with anticipation of one’s own action outcomes, outperforming physiological synchrony, motor behavior, demographic characteristics, and social closeness. Partners whose predictions of their own action outcomes were more closely aligned coordinated better, likely because each behaved in ways the other implicitly expected. A Bayesian generative model further showed that well-coordinated pairs relied more heavily on prior expectations than on incoming sensory evidence when generating predictions during joint action. These results suggest that efficient coordination in dynamic real-world tasks emerges primarily when individuals’ internal models for predicting their own actions are well aligned across partners. Our quantitative multimodal approach provides a framework for disentangling the contributions of predictive, physiological, motor, and social factors to coordination in naturalistic interactions.","journal-article","en","successful_coordination_emerges_from_aligned_selfpredictions_in_2026","","Publisher: Springer Nature | Type: Article"
"SN-0196","API","Springer Nature","2026-09-22","""action-conditioned"" video world model","An Edge-First Digital Twin–Driven Cyber–Physical Home System for Resilient Aging-in-Place","Wang, Zhizhi; Hu, Xiaoyi","2026","Sensing and Imaging","10.1007/s11220-026-00851-2","https://doi.org/10.1007/s11220-026-00851-2","Aging-in-Place monitoring in small, high-density apartments faces three persistent engineering constraints: severe occlusions, strict privacy requirements, and unstable home networks. Under these conditions, cloud-centered closed-loop schemes become unreliable, while alerts are often difficult to verify. To address these issues, this paper proposes an Edge-First Digital Twin-based Cyber-Physical Home System (DT-CPHS), in which uplink semantic synchronization is explicitly decoupled from downlink local control. The system uploads only low-dimensional semantic state vectors and evidence metadata, while alert auditing and replay are supported through an event-sourced Twin Event Log. To improve robustness under occlusion and conflicting sensor indications, DT-CPHS adopts decision-level multi-source fusion based on Dempster–Shafer evidence theory. In parallel, a connectivity-aware local rule engine provides deterministic offline fallback, together with hysteresis-based anti-flapping and seq-based backfill for consistency maintenance. A full-stack prototype was implemented in a real apartment using non-intrusive heterogeneous sensing (mmWave radars, wearable, PIR/door sensors) and a low-cost gateway (Raspberry Pi 4) with HA/Node-RED/MQTT. Experimental results validate four engineering goals. First, for offline survivability, local safety actions maintained 100% availability during WAN outages with bounded latency (Offline median 276 ms, P95 358 ms), whereas Online mode showed a pronounced long tail (median 734 ms, P95 1452 ms, max 1.87 s). Second, for occlusion robustness, the proposed fusion achieved 95.0% recall under heavy occlusion (vs. 60.0% for radar-only), and 95.6% overall recall across 180 fall trials. Third, for false-alarm control, continuous monitoring under frozen thresholds yielded 0.67 FP/day over 72 h (1/0/1 across three days). Fourth, for deployability and efficiency, semantic synchronization remained at the KB/s level (mean 4.2 KB/s, P95 12.6 KB/s), while 72-h profiling showed stable overhead (CPU P95 ≈ 25%, memory drift ≈ + 0.15 MB/h). In addition, a preliminary usability pilot (N = 8) suggests that evidence-chain explanations reduce caregiver decision time (8.9 → 3.1 s) and improve trust (2.8 → 4.3). These results indicate that DT-CPHS provides a practical path toward resilient, privacy-aware, and explainable home monitoring under compact in-home deployment constraints.","journal-article","en","an_edgefirst_digital_twindriven_cyberphysical_home_system_2026","","Publisher: Springer Nature | Type: Article"
"SN-0197","API","Springer Nature","2026-09-22","""action-conditioned"" video world model","Human skeleton batch recognition and 3D modeling for clothing design based on the STCSN-GCN model","Chen, Hailu","2026","International Journal on Interactive Design and Manufacturing (IJIDeM)","10.1007/s12008-026-02631-4","https://doi.org/10.1007/s12008-026-02631-4","Against the backdrop of the apparel industry’s gradual digital transformation, traditional human skeleton recognition and 3D modeling clothing design technologies suffer from challenges such as low efficiency and insufficient accuracy. To achieve efficient and precise batch recognition of human skeletons and 3D modeling clothing design, this study proposes the spatio-temporal channel feature shrinkage network-graph convolution network. The study first constructs a multi-modal fusion acquisition architecture, synchronously collecting data using an arrayed camera cluster and millimeter-wave radar, followed by dynamic calibration and other preprocessing steps. Subsequently, the spatio-temporal channel feature shrinkage network is enhanced through modules such as multi-scale feature fusion and adaptive channel attention to optimize skeleton recognition. Finally, by integrating graph convolutional neural networks, a two-layer graph architecture was used to correlate skeleton and garment parameters, with a dynamic constraint subnetwork embedded to fit the pattern. Experiments indicated that the model achieved 95.74% accuracy in action recognition, with 3D coordinate errors as low as 1.21 mm. In practical applications, single-item modeling for custom apparel was reduced to under 15 min, while dynamic wrinkle rendering for virtual fitting had a latency ≤ 70 ms. In summary, this model achieves the entire workflow from data acquisition to 3D modeling, meeting requirements in both accuracy and efficiency. This research introduces new technologies for fields such as digital apparel design and motion posture analysis. These technologies drive the intelligent upgrade of the apparel industry and offer a reference for the integrated application of related deep learning models. Graphical abstract","journal-article","en","human_skeleton_batch_recognition_and_3d_modeling_2026","","Publisher: Springer Nature | Type: Article"
"SN-0198","API","Springer Nature","2026-09-22","""action-conditioned"" video world model","PAMD: plausibility-aware motion diffusion model for long dance generation","Wang, Hongsong; Zhu, Ying; Lai, Qiuxia; Zhang, Yang; Xie, Guo-Sen; Geng, Xin","2026","Visual Intelligence","10.1007/s44267-026-00123-3","https://doi.org/10.1007/s44267-026-00123-3","Computational dance generation is crucial in many areas, such as art, human-computer interaction, virtual reality, and digital entertainment, particularly for generating coherent and expressive long dance sequences. Diffusion-based music-to-dance generation has made significant progress, yet existing methods still struggle to produce physically plausible motions. To address this, we propose plausibility-aware motion diffusion (PAMD), a framework for generating dances that are both musically aligned and physically realistic. The core of PAMD lies in the plausible motion constraint (PMC), which leverages neural distance fields (NDFs) to model the actual pose manifold and to guide generated motions toward a physically valid pose manifold. To provide more effective guidance during generation, we incorporate prior motion guidance (PMG), which uses standing poses as auxiliary conditions alongside music features. To further enhance realism for complex movements, we introduce the contact-based motion refinement (CMR) module, which addresses foot-skating artifacts by bridging the gap between the optimization objective in linear joint position space and the data representation in nonlinear rotation space. Extensive experiments show that PAMD significantly improves musical alignment and enhances the physical plausibility of generated motions.","journal-article","en","pamd_plausibilityaware_motion_diffusion_model_for_long_2026","","Publisher: Springer Nature | Type: Article"
